NUTS 3 CODE,LAU CODE,LAU NAME NATIONAL,LAU NAME LATIN,CHANGE (Y/N),POPULATION,TOTAL AREA (m2),DEGURBA,DEG change compared to last year,COASTAL AREA (yes/no),COAST change compared to last year,CITY_ID,CITY_ID change compared to last year,CITY_NAME,GREATER_CITY_ID,GREATER_CITY_ID change compared to last year,GREATER_CITY_NAME,FUA_ID,FUA_ID change compared to last year,FUA_NAME
PL414,1002301583001,Kołaczkowo,Kołaczkowo,no,6045,115920000,3,no,no,,,,,,,,,,
PL414,1002301583002,Miłosław,Miłosław,no,10286,132120000,3,no,no,,,,,,,,,,
PL414,1002301583003,Nekla,Nekla,no,7515,95860000,3,no,no,,,,,,,,PL005L2,no,Poznań
PL414,1002301583004,Pyzdry,Pyzdry,no,7026,137820000,3,no,no,,,,,,,,,,
PL414,1002301583005,Września,Września,no,46795,221850000,2,no,no,,,,,,,,,,
PL414,1002301586201,Konin,Konin,01_01_2018,74151,82160000,1,no,no,,PL022C1,no,Konin,,,,PL022L2,no,Konin
PL417,1002301590401,Borek Wielkopolski,Borek Wielkopolski,no,7505,127640000,3,no,no,,,,,,,,,,
PL417,1002301590402,Gostyń,Gostyń,no,28110,137280000,2,no,no,,,,,,,,,,
PL417,1002301590403,Krobia,Krobia,no,13034,129540000,3,no,no,,,,,,,,,,
PL417,1002301590404,Pępowo,Pępowo,no,5981,86590000,3,no,no,,,,,,,,,,
PL417,1002301590405,Piaski,Piaski,no,8648,100730000,3,no,no,,,,,,,,,,
PL417,1002301590406,Pogorzela,Pogorzela,no,4989,96540000,3,no,no,,,,,,,,,,
PL417,1002301590407,Poniec,Poniec,no,7744,131930000,3,no,no,,,,,,,,,,
PL417,1002301590501,Granowo,Granowo,no,5127,66870000,3,no,no,,,,,,,,,,
PL417,1002301590502,Grodzisk Wielkopolski,Grodzisk Wielkopolski,no,20001,132590000,2,no,no,,,,,,,,,,
PL417,1002301590503,Kamieniec,Kamieniec,no,6698,133820000,3,no,no,,,,,,,,,,
PL417,1002301590504,Rakoniewice,Rakoniewice,no,13268,201010000,3,no,no,,,,,,,,,,
PL417,1002301590505,Wielichowo,Wielichowo,no,6878,107580000,3,no,no,,,,,,,,,,
PL417,1002301591101,Kościan,Kościan,no,23923,8790000,2,no,no,,,,,,,,,,
PL417,1002301591102,Czempiń,Czempiń,no,11505,142190000,3,no,no,,,,,,,,PL005L2,no,Poznań
PL417,1002301591103,Kościan,Kościan,no,16063,202720000,3,no,no,,,,,,,,,,
PL417,1002301591104,Krzywiń,Krzywiń,no,10083,178950000,3,no,no,,,,,,,,,,
PL417,1002301591105,Śmigiel,Śmigiel,no,17656,189770000,3,no,no,,,,,,,,,,
PL417,1002301591301,Krzemieniewo,Krzemieniewo,no,8332,113190000,3,no,no,,,,,,,,PL048L1,no,Leszno
PL417,1002301591302,Lipno,Lipno,no,8124,103850000,3,no,no,,,,,,,,PL048L1,no,Leszno
PL417,1002301591303,Osieczna,Osieczna,no,9197,128640000,3,no,no,,,,,,,,PL048L1,no,Leszno
PL417,1002301591304,Rydzyna,Rydzyna,no,9437,135600000,3,no,no,,,,,,,,PL048L1,no,Leszno
PL417,1002301591305,Święciechowa,Święciechowa,no,8001,134940000,3,no,no,,,,,,,,PL048L1,no,Leszno
PL417,1002301591306,Wijewo,Wijewo,no,3813,61840000,3,no,no,,,,,,,,,,
PL417,1002301591307,Włoszakowice,Włoszakowice,no,9581,127750000,3,no,no,,,,,,,,PL048L1,no,Leszno
PL417,1002301591401,Chrzypsko Wielkie,Chrzypsko Wielkie,no,3347,84520000,3,no,no,,,,,,,,,,
PL417,1002301591402,Kwilcz,Kwilcz,no,6404,141760000,3,no,no,,,,,,,,,,
PL417,1002301591403,Międzychód,Międzychód,no,18463,307040000,2,no,no,,,,,,,,,,
PL417,1002301591404,Sieraków,Sieraków,no,8768,203120000,2,no,no,,,,,,,,,,
PL417,1002301591501,Kuślin,Kuślin,no,5504,106480000,3,no,no,,,,,,,,,,
PL417,1002301591502,Lwówek,Lwówek,no,9150,183540000,3,no,no,,,,,,,,,,
PL417,1002301591503,Miedzichowo,Miedzichowo,no,3696,208250000,3,no,no,,,,,,,,,,
PL417,1002301591504,Nowy Tomyśl,Nowy Tomyśl,no,26845,186450000,2,no,no,,,,,,,,,,
PL417,1002301591505,Opalenica,Opalenica,no,16395,148910000,2,no,no,,,,,,,,,,
PL417,1002301591506,Zbąszyń,Zbąszyń,no,13773,179990000,2,no,no,,,,,,,,,,
PL417,1002301592201,Bojanowo,Bojanowo,no,8739,123500000,3,no,no,,,,,,,,,,
PL417,1002301592202,Jutrosin,Jutrosin,no,7127,114960000,3,no,no,,,,,,,,,,
PL417,1002301592203,Miejska Górka,Miejska Górka,no,9304,103480000,3,no,no,,,,,,,,,,
PL417,1002301592204,Pakosław,Pakosław,no,4837,77330000,3,no,no,,,,,,,,,,
PL417,1002301592205,Rawicz,Rawicz,no,30398,134250000,2,no,no,,,,,,,,,,
PL417,1002301592901,Przemęt,Przemęt,no,14124,225140000,3,no,no,,,,,,,,,,
PL417,1002301592902,Siedlec,Siedlec,no,12706,204640000,3,no,no,,,,,,,,,,
PL417,1002301592903,Wolsztyn,Wolsztyn,no,30496,249950000,2,no,no,,,,,,,,,,
PL417,1002301596301,Leszno,Leszno,no,63952,31860000,1,no,no,,PL048C1,no,Leszno,,,,PL048L1,no,Leszno
PL411,1002301600101,Chodzież,Chodzież,no,18684,12770000,2,no,no,,,,,,,,,,
PL411,1002301600102,Budzyń,Budzyń,no,8502,209090000,3,no,no,,,,,,,,,,
PL411,1002301600103,Chodzież,Chodzież,no,6067,212940000,3,no,no,,,,,,,,,,
PL411,1002301600104,Margonin,Margonin,no,6468,123130000,3,no,no,,,,,,,,,,
PL411,1002301600105,Szamocin,Szamocin,no,7508,127130000,3,no,no,,,,,,,,,,
PL411,1002301600201,Czarnków,Czarnków,no,10735,10170000,2,no,no,,,,,,,,,,
PL411,1002301600202,Czarnków,Czarnków,no,11414,345770000,3,no,no,,,,,,,,,,
PL411,1002301600203,Drawsko,Drawsko,no,5844,163030000,3,no,no,,,,,,,,,,
PL411,1002301600204,Krzyż Wielkopolski,Krzyż Wielkopolski,no,8749,174280000,2,no,no,,,,,,,,,,
PL411,1002301600205,Lubasz,Lubasz,no,7733,167270000,3,no,no,,,,,,,,,,
PL411,1002301600206,Połajewo,Połajewo,no,6198,141460000,3,no,no,,,,,,,,,,
PL411,1002301600207,Trzcianka,Trzcianka,no,24354,373980000,2,no,no,,,,,,,,,,
PL411,1002301600208,Wieleń,Wieleń,no,12393,430090000,3,no,no,,,,,,,,,,
PL411,1002301601901,Piła,Piła,no,73398,102680000,1,no,no,,PL034C1,no,Piła,,,,PL034L1,no,Piła
PL411,1002301601902,Białośliwie,Białośliwie,no,4879,75570000,3,no,no,,,,,,,,,,
PL411,1002301601903,Kaczory,Kaczory,no,7941,150640000,3,no,no,,,,,,,,PL034L1,no,Piła
PL411,1002301601904,Łobżenica,Łobżenica,no,9586,190780000,3,no,no,,,,,,,,,,
PL411,1002301601905,Miasteczko Krajeńskie,Miasteczko Krajeńskie,no,3194,70910000,3,no,no,,,,,,,,,,
PL411,1002301601906,Szydłowo,Szydłowo,no,9074,267460000,3,no,no,,,,,,,,PL034L1,no,Piła
PL411,1002301601907,Ujście,Ujście,no,7961,128130000,3,no,no,,,,,,,,,,
PL411,1002301601908,Wyrzysk,Wyrzysk,no,13960,159050000,3,no,no,,,,,,,,,,
PL411,1002301601909,Wysoka,Wysoka,no,6628,122990000,3,no,no,,,,,,,,,,
PL411,1002301602801,Wągrowiec,Wągrowiec,no,25648,17830000,2,no,no,,,,,,,,,,
PL411,1002301602802,Damasławek,Damasławek,no,5402,104540000,3,no,no,,,,,,,,,,
PL411,1002301602803,Gołańcz,Gołańcz,no,8337,191820000,3,no,no,,,,,,,,,,
PL411,1002301602804,Mieścisko,Mieścisko,no,5999,135060000,3,no,no,,,,,,,,,,
PL411,1002301602805,Skoki,Skoki,no,9659,198490000,3,no,no,,,,,,,,PL005L2,no,Poznań
PL411,1002301602806,Wapno,Wapno,no,3008,44060000,3,no,no,,,,,,,,,,
PL411,1002301602807,Wągrowiec,Wągrowiec,no,12221,347850000,3,no,no,,,,,,,,,,
PL411,1002301603101,Złotów,Złotów,no,18446,11580000,2,no,no,,,,,,,,,,
PL411,1002301603102,Jastrowie,Jastrowie,no,11516,353120000,2,no,no,,,,,,,,,,
PL411,1002301603103,Krajenka,Krajenka,no,7520,191180000,3,no,no,,,,,,,,,,
PL411,1002301603104,Lipka,Lipka,no,5565,191180000,3,no,no,,,,,,,,,,
PL411,1002301603105,Okonek,Okonek,no,8612,325990000,3,no,no,,,,,,,,,,
PL411,1002301603106,Tarnówka,Tarnówka,no,3075,132450000,3,no,no,,,,,,,,,,
PL411,1002301603107,Zakrzewo,Zakrzewo,no,4935,162390000,3,no,no,,,,,,,,,,
PL411,1002301603108,Złotów,Złotów,no,9937,292280000,3,no,no,,,,,,,,,,
PL418,1002301611601,Oborniki,Oborniki,no,34157,340040000,2,no,no,,,,,,,,,,
PL418,1002301611602,Rogoźno,Rogoźno,no,18367,216240000,2,no,no,,,,,,,,,,
PL418,1002301611603,Ryczywół,Ryczywół,no,7334,154760000,3,no,no,,,,,,,,,,
PL418,1002301612101,Luboń,Luboń,no,31783,13510000,2,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612102,Puszczykowo,Puszczykowo,no,9698,16390000,2,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612103,Buk,Buk,no,12562,90580000,2,no,no,,,,,,,,,,
PL418,1002301612104,Czerwonak,Czerwonak,no,27518,82480000,2,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612105,Dopiewo,Dopiewo,no,26759,108020000,3,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612106,Kleszczewo,Kleszczewo,no,8440,74460000,3,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612107,Komorniki,Komorniki,no,29378,66410000,2,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612108,Kostrzyn,Kostrzyn,no,18261,154810000,3,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612109,Kórnik,Kórnik,no,28304,186120000,2,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612110,Mosina,Mosina,no,33053,171430000,2,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612111,Murowana Goślina,Murowana Goślina,no,16864,172230000,2,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612112,Pobiedziska,Pobiedziska,no,19551,189580000,3,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612113,Rokietnica,Rokietnica,no,17770,79300000,2,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612114,Stęszew,Stęszew,no,15032,175020000,3,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612115,Suchy Las,Suchy Las,no,17599,116010000,2,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612116,Swarzędz,Swarzędz,no,50667,101780000,2,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612117,Tarnowo Podgórne,Tarnowo Podgórne,no,27069,101750000,3,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612401,Obrzycko,Obrzycko,no,2385,3740000,3,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612402,Duszniki,Duszniki,no,8997,156300000,3,no,no,,,,,,,,,,
PL418,1002301612403,Kaźmierz,Kaźmierz,no,8583,127900000,3,no,no,,,,,,,,,,
PL418,1002301612404,Obrzycko,Obrzycko,no,4501,110840000,3,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612405,Ostroróg,Ostroróg,no,4963,84800000,3,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612406,Pniewy,Pniewy,no,12620,158470000,2,no,no,,,,,,,,,,
PL418,1002301612407,Szamotuły,Szamotuły,no,30047,175520000,2,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612408,Wronki,Wronki,no,19089,301720000,2,no,no,,,,,,,,,,
PL418,1002301612501,Dominowo,Dominowo,no,3020,79360000,3,no,no,,,,,,,,,,
PL418,1002301612502,Krzykosy,Krzykosy,no,7054,110720000,3,no,no,,,,,,,,,,
PL418,1002301612503,Nowe Miasto nad Wartą,Nowe Miasto nad Wartą,no,9084,120070000,3,no,no,,,,,,,,,,
PL418,1002301612504,Środa Wielkopolska,Środa Wielkopolska,no,32365,207160000,2,no,no,,,,,,,,,,
PL418,1002301612505,Zaniemyśl,Zaniemyśl,no,6933,106550000,3,no,no,,,,,,,,,,
PL418,1002301612601,Brodnica,Brodnica,no,4862,95830000,3,no,no,,,,,,,,PL005L2,no,Poznań
PL418,1002301612602,Dolsk,Dolsk,no,5877,124480000,3,no,no,,,,,,,,,,
PL418,1002301612603,Książ Wielkopolski,Książ Wielkopolski,no,8536,147920000,3,no,no,,,,,,,,,,
PL418,1002301612604,Śrem,Śrem,no,42050,205870000,2,no,no,,,,,,,,,,
PL415,1002301626401,Poznań,Poznań,no,536438,261910000,1,no,no,,PL005C1,no,Poznań,,,,PL005L2,no,Poznań
PL426,1002321630101,Białogard,Białogard,no,24339,25730000,2,no,no,,,,,,,,,,
PL426,1002321630102,Białogard,Białogard,no,7587,328250000,3,no,no,,,,,,,,,,
PL426,1002321630103,Karlino,Karlino,no,9125,141030000,2,no,no,,,,,,,,,,
PL426,1002321630104,Tychowo,Tychowo,no,6795,350450000,3,no,no,,,,,,,,,,
PL426,1002321630801,Kołobrzeg,Kołobrzeg,no,46367,25670000,2,no,yes,,,,,,,,,,
PL426,1002321630802,Dygowo,Dygowo,no,5654,128520000,3,no,no,,,,,,,,,,
PL426,1002321630803,Gościno,Gościno,no,5130,116000000,3,no,no,,,,,,,,,,
PL426,1002321630804,Kołobrzeg,Kołobrzeg,no,10944,144030000,3,no,yes,,,,,,,,,,
PL426,1002321630805,Rymań,Rymań,no,3949,146150000,3,no,no,,,,,,,,,,
PL426,1002321630806,Siemyśl,Siemyśl,no,3810,107310000,3,no,no,,,,,,,,,,
PL426,1002321630807,Ustronie Morskie,Ustronie Morskie,no,3693,56980000,3,no,yes,,,,,,,,,,
PL426,1002321630901,Będzino,Będzino,no,8665,166190000,3,no,yes,,,,,,,,PL028L2,no,Koszalin
PL426,1002321630902,Biesiekierz,Biesiekierz,no,6941,116600000,3,no,no,,,,,,,,PL028L2,no,Koszalin
PL426,1002321630903,Bobolice,Bobolice,no,9024,367560000,3,no,no,,,,,,,,PL028L2,no,Koszalin
PL426,1002321630904,Manowo,Manowo,no,6937,188310000,3,no,no,,,,,,,,PL028L2,no,Koszalin
PL426,1002321630905,Mielno,Mielno,no,4906,62130000,3,no,yes,,,,,,,,,,
PL426,1002321630906,Polanów,Polanów,no,8753,393350000,3,no,no,,,,,,,,,,
PL426,1002321630907,Sianów,Sianów,no,13848,226760000,2,no,no,,,,,,,,PL028L2,no,Koszalin
PL426,1002321630908,Świeszyno,Świeszyno,no,7281,132560000,3,no,no,,,,,,,,PL028L2,no,Koszalin
PL426,1002321631301,Darłowo,Darłowo,no,13759,20210000,2,no,yes,,,,,,,,,,
PL426,1002321631302,Sławno,Sławno,no,12528,15830000,2,no,no,,,,,,,,,,
PL426,1002321631303,Darłowo,Darłowo,no,7973,269450000,3,no,yes,,,,,,,,,,
PL426,1002321631304,Malechowo,Malechowo,no,6335,226460000,3,no,no,,,,,,,,,,
PL426,1002321631305,Postomino,Postomino,no,6915,226860000,3,no,yes,,,,,,,,,,
PL426,1002321631306,Sławno,Sławno,no,8899,284390000,3,no,no,,,,,,,,,,
PL426,1002321636101,Koszalin,Koszalin,no,107321,98340000,1,no,no,,PL028C1,no,Koszalin,,,,PL028L2,no,Koszalin
PL427,1002321640201,Bierzwnik,Bierzwnik,no,4692,239060000,3,no,no,,,,,,,,,,
PL427,1002321640202,Choszczno,Choszczno,no,21738,246310000,2,no,no,,,,,,,,,,
PL427,1002321640203,Drawno,Drawno,no,5093,320910000,3,no,no,,,,,,,,,,
PL427,1002321640204,Krzęcin,Krzęcin,no,3727,140260000,3,no,no,,,,,,,,,,
PL427,1002321640205,Pełczyce,Pełczyce,no,7811,200720000,3,no,no,,,,,,,,,,
PL427,1002321640206,Recz,Recz,no,5541,180370000,3,no,no,,,,,,,,,,
PL427,1002321640301,Czaplinek,Czaplinek,no,11853,364840000,2,no,no,,,,,,,,,,
PL427,1002321640302,Drawsko Pomorskie,Drawsko Pomorskie,no,16218,344160000,2,no,no,,,,,,,,,,
PL427,1002321640303,Kalisz Pomorski,Kalisz Pomorski,no,7370,480870000,3,no,no,,,,,,,,,,
PL427,1002321640304,Ostrowice,Ostrowice,no,2478,150270000,3,no,no,,,,,,,,,,
PL427,1002321640305,Wierzchowo,Wierzchowo,no,4305,229190000,3,no,no,,,,,,,,,,
PL427,1002321640306,Złocieniec,Złocieniec,no,15173,194910000,2,no,no,,,,,,,,,,
PL427,1002321641001,Barlinek,Barlinek,no,19377,258720000,2,no,no,,,,,,,,,,
PL427,1002321641002,Boleszkowice,Boleszkowice,no,2878,130490000,3,no,no,,,,,,,,,,
PL427,1002321641003,Dębno,Dębno,no,20711,318430000,2,no,no,,,,,,,,,,
PL427,1002321641004,Myślibórz,Myślibórz,no,19918,328860000,2,no,no,,,,,,,,,,
PL427,1002321641005,Nowogródek Pomorski,Nowogródek Pomorski,no,3380,145900000,3,no,no,,,,,,,,,,
PL427,1002321641201,Bielice,Bielice,no,3130,84190000,3,no,no,,,,,,,,PL007L2,no,Szczecin
PL427,1002321641202,Kozielice,Kozielice,no,2535,94530000,3,no,no,,,,,,,,,,
PL427,1002321641203,Lipiany,Lipiany,no,5901,94910000,3,no,no,,,,,,,,,,
PL427,1002321641204,Przelewice,Przelewice,no,5137,162010000,3,no,no,,,,,,,,,,
PL427,1002321641205,Pyrzyce,Pyrzyce,no,19420,204220000,2,no,no,,,,,,,,,,
PL427,1002321641206,Warnice,Warnice,no,3516,86140000,3,no,no,,,,,,,,,,
PL427,1002321641501,Szczecinek,Szczecinek,no,40114,48480000,2,no,no,,,,,,,,,,
PL427,1002321641502,Barwice,Barwice,no,8570,258520000,3,no,no,,,,,,,,,,
PL427,1002321641503,Biały Bór,Biały Bór,no,5299,269930000,3,no,no,,,,,,,,,,
PL427,1002321641504,Borne Sulinowo,Borne Sulinowo,no,9983,484500000,3,no,no,,,,,,,,,,
PL427,1002321641505,Grzmiąca,Grzmiąca,no,4721,205120000,3,no,no,,,,,,,,,,
PL427,1002321641506,Szczecinek,Szczecinek,no,9278,498870000,3,no,no,,,,,,,,,,
PL427,1002321641601,Świdwin,Świdwin,no,15594,22380000,2,no,no,,,,,,,,,,
PL427,1002321641602,Brzeżno,Brzeżno,no,2792,110810000,3,no,no,,,,,,,,,,
PL427,1002321641603,Połczyn-Zdrój,Połczyn-Zdrój,no,15275,344280000,2,no,no,,,,,,,,,,
PL427,1002321641604,Rąbino,Rąbino,no,3622,179680000,3,no,no,,,,,,,,,,
PL427,1002321641605,Sławoborze,Sławoborze,no,4052,188660000,3,no,no,,,,,,,,,,
PL427,1002321641606,Świdwin,Świdwin,no,5907,247250000,3,no,no,,,,,,,,,,
PL427,1002321641701,Wałcz,Wałcz,no,25359,38170000,2,no,no,,,,,,,,,,
PL427,1002321641702,Człopa,Człopa,no,4992,349050000,3,no,no,,,,,,,,,,
PL427,1002321641703,Mirosławiec,Mirosławiec,no,5474,203350000,3,no,no,,,,,,,,,,
PL427,1002321641704,Tuczno,Tuczno,no,4954,249500000,3,no,no,,,,,,,,,,
PL427,1002321641705,Wałcz,Wałcz,no,12683,574910000,3,no,no,,,,,,,,,,
PL427,1002321641801,Dobra,Dobra,no,4403,115900000,3,no,no,,,,,,,,,,
PL427,1002321641802,Łobez,Łobez,no,14049,227390000,2,no,no,,,,,,,,,,
PL427,1002321641803,Radowo Małe,Radowo Małe,no,3621,180460000,3,no,no,,,,,,,,,,
PL427,1002321641804,Resko,Resko,no,8032,285200000,3,no,no,,,,,,,,,,
PL427,1002321641805,Węgorzyno,Węgorzyno,no,6999,256180000,3,no,no,,,,,,,,,,
PL424,1002321656201,Szczecin,Szczecin,no,402465,300600000,1,no,no,,PL007C1,no,Szczecin,,,,PL007L2,no,Szczecin
PL428,1002321660402,Goleniów,Goleniów,no,36058,442800000,2,no,no,,,,,,,,,,
PL428,1002321660403,Maszewo,Maszewo,no,8791,210350000,3,no,no,,,,,,,,,,
PL428,1002321660404,Nowogard,Nowogard,no,24719,338670000,2,no,no,,,,,,,,,,
PL428,1002321660405,Osina,Osina,no,3039,101660000,3,no,no,,,,,,,,,,
PL428,1002321660406,Przybiernów,Przybiernów,no,5036,228870000,3,no,no,,,,,,,,,,
PL428,1002321660407,Stepnica,Stepnica,no,4897,293130000,3,no,yes,,,,,,,,,,
PL428,1002321660501,Brojce,Brojce,no,3767,117970000,3,no,no,,,,,,,,,,
PL428,1002321660502,Gryfice,Gryfice,no,23866,261300000,2,no,no,,,,,,,,,,
PL428,1002321660503,Karnice,Karnice,no,4014,133120000,3,no,yes,,,,,,,,,,
PL428,1002321660504,Płoty,Płoty,no,8894,239190000,3,no,no,,,,,,,,,,
PL428,1002321660507,Rewal,Rewal,no,3853,40650000,3,no,yes,,,,,,,,,,
PL428,1002321660508,Trzebiatów,Trzebiatów,no,16223,225140000,2,no,yes,,,,,,,,,,
PL428,1002321660601,Banie,Banie,no,6375,206300000,3,no,no,,,,,,,,,,
PL428,1002321660602,Cedynia,Cedynia,no,4306,180610000,3,no,no,,,,,,,,,,
PL428,1002321660603,Chojna,Chojna,no,13758,332300000,3,no,no,,,,,,,,,,
PL428,1002321660604,Gryfino,Gryfino,no,32025,253900000,2,no,no,,,,,,,,PL007L2,no,Szczecin
PL428,1002321660605,Mieszkowice,Mieszkowice,no,7134,238650000,3,no,no,,,,,,,,,,
PL428,1002321660606,Moryń,Moryń,no,4301,124570000,3,no,no,,,,,,,,,,
PL428,1002321660607,Stare Czarnowo,Stare Czarnowo,no,3837,152880000,2,no,no,,,,,,,,PL007L2,no,Szczecin
PL428,1002321660608,Trzcińsko-Zdrój,Trzcińsko-Zdrój,no,5329,170450000,3,no,no,,,,,,,,,,
PL428,1002321660609,Widuchowa,Widuchowa,no,5465,209450000,3,no,no,,,,,,,,,,
PL428,1002321660701,Dziwnów,Dziwnów,no,3982,37620000,3,no,yes,,,,,,,,,,
PL428,1002321660702,Golczewo,Golczewo,no,5906,175310000,3,no,no,,,,,,,,,,
PL428,1002321660703,Kamień Pomorski,Kamień Pomorski,no,14393,208540000,2,no,yes,,,,,,,,,,
PL428,1002321660704,Międzyzdroje,Międzyzdroje,no,6504,114380000,2,no,yes,,,,,,,,,,
PL428,1002321660705,Świerzno,Świerzno,no,4226,140130000,3,no,yes,,,,,,,,,,
PL428,1002321660706,Wolin,Wolin,no,12216,327460000,3,no,yes,,,,,,,,,,
PL428,1002321661101,Dobra (Szczecińska),Dobra (Szczecińska),no,23472,110280000,2,no,no,,,,,,,,PL007L2,no,Szczecin
PL428,1002321661102,Kołbaskowo,Kołbaskowo,no,13022,105460000,2,no,no,,,,,,,,PL007L2,no,Szczecin
PL428,1002321661103,Nowe Warpno,Nowe Warpno,no,1648,197880000,3,no,yes,,,,,,,,,,
PL428,1002321661104,Police,Police,no,41334,251710000,2,no,yes,,,,,,,,,,
PL428,1002321661401,Stargard,Stargard,no,67938,48080000,1,no,no,,PL038C1,no,Stargard,,,,PL038L1,no,Stargard
PL428,1002321661402,Chociwel,Chociwel,no,5919,160820000,3,no,no,,,,,,,,,,
PL428,1002321661403,Dobrzany,Dobrzany,no,4854,134720000,3,no,no,,,,,,,,,,
PL428,1002321661404,Dolice,Dolice,no,7887,237170000,3,no,no,,,,,,,,,,
PL428,1002321661405,Ińsko,Ińsko,no,3364,151010000,3,no,no,,,,,,,,,,
PL428,1002321661406,Kobylanka,Kobylanka,no,5530,121680000,3,no,no,,,,,,,,PL007L2,no,Szczecin
PL428,1002321661408,Marianowo,Marianowo,no,3175,101940000,3,no,no,,,,,,,,,,
PL428,1002321661409,Stara Dąbrowa,Stara Dąbrowa,no,3707,112590000,3,no,no,,,,,,,,,,
PL428,1002321661410,Stargard,Stargard,no,13446,318880000,3,no,no,,,,,,,,PL038L1,no,Stargard
PL428,1002321661411,Suchań,Suchań,no,4292,133050000,3,no,no,,,,,,,,,,
PL428,1002321666301,Świnoujście,Świnoujście,01_01_2018,40910,202070000,2,no,yes,,,,,,,,,,
PL515,1003021010101,Bolesławiec,Bolesławiec,no,38935,23570000,2,no,no,,,,,,,,,,
PL515,1003021010102,Bolesławiec,Bolesławiec,no,14626,288490000,3,no,no,,,,,,,,,,
PL515,1003021010103,Gromadka,Gromadka,no,5367,267680000,3,no,no,,,,,,,,,,
PL515,1003021010104,Nowogrodziec,Nowogrodziec,no,15258,176290000,3,no,no,,,,,,,,,,
PL515,1003021010105,Osiecznica,Osiecznica,no,7371,437040000,3,no,no,,,,,,,,,,
PL515,1003021010106,Warta Bolesławiecka,Warta Bolesławiecka,no,8643,110440000,3,no,no,,,,,,,,,,
PL515,1003021010501,Jawor,Jawor,no,23056,18800000,2,no,no,,,,,,,,,,
PL515,1003021010502,Bolków,Bolków,no,10503,152600000,3,no,no,,,,,,,,,,
PL515,1003021010503,Męcinka,Męcinka,no,4991,147780000,3,no,no,,,,,,,,,,
PL515,1003021010504,Mściwojów,Mściwojów,no,4094,71940000,3,no,no,,,,,,,,,,
PL515,1003021010505,Paszowice,Paszowice,no,3967,101280000,3,no,no,,,,,,,,,,
PL515,1003021010506,Wądroże Wielkie,Wądroże Wielkie,no,3934,89150000,3,no,no,,,,,,,,,,
PL515,1003021010601,Karpacz,Karpacz,no,4633,37990000,2,no,no,,,,,,,,,,
PL515,1003021010602,Kowary,Kowary,no,10957,37390000,2,no,no,,,,,,,,,,
PL515,1003021010603,Piechowice,Piechowice,no,6222,43220000,2,no,no,,,,,,,,PL019L2,no,Jelenia Góra
PL515,1003021010604,Szklarska Poręba,Szklarska Poręba,no,6611,75440000,2,no,no,,,,,,,,,,
PL515,1003021010605,Janowice Wielkie,Janowice Wielkie,no,4309,57830000,3,no,no,,,,,,,,PL019L2,no,Jelenia Góra
PL515,1003021010606,Jeżów Sudecki,Jeżów Sudecki,no,7397,94280000,3,no,no,,,,,,,,PL019L2,no,Jelenia Góra
PL515,1003021010607,Mysłakowice,Mysłakowice,no,10196,87980000,2,no,no,,,,,,,,PL019L2,no,Jelenia Góra
PL515,1003021010608,Podgórzyn,Podgórzyn,no,8254,82510000,3,no,no,,,,,,,,PL019L2,no,Jelenia Góra
PL515,1003021010609,Stara Kamienica,Stara Kamienica,no,5276,110500000,3,no,no,,,,,,,,PL019L2,no,Jelenia Góra
PL515,1003021010701,Kamienna Góra,Kamienna Góra,no,19136,18040000,2,no,no,,,,,,,,,,
PL515,1003021010702,Kamienna Góra,Kamienna Góra,no,9037,158030000,3,no,no,,,,,,,,,,
PL515,1003021010703,Lubawka,Lubawka,no,10935,138050000,2,no,no,,,,,,,,,,
PL515,1003021010704,Marciszów,Marciszów,no,4513,81570000,3,no,no,,,,,,,,,,
PL515,1003021011001,Lubań,Lubań,no,21168,16120000,2,no,no,,,,,,,,,,
PL515,1003021011002,Świeradów-Zdrój,Świeradów-Zdrój,no,4183,20720000,3,no,no,,,,,,,,,,
PL515,1003021011003,Leśna,Leśna,no,10093,104600000,3,no,no,,,,,,,,,,
PL515,1003021011004,Lubań,Lubań,no,6593,142340000,3,no,no,,,,,,,,,,
PL515,1003021011005,Olszyna,Olszyna,no,6523,47120000,3,no,no,,,,,,,,,,
