NUTS 3 CODE,LAU CODE,LAU NAME NATIONAL,LAU NAME LATIN,CHANGE (Y/N),POPULATION,TOTAL AREA (m2),DEGURBA,DEG change compared to last year,COASTAL AREA (yes/no),COAST change compared to last year,CITY_ID,CITY_ID change compared to last year,CITY_NAME,GREATER_CITY_ID,GREATER_CITY_ID change compared to last year,GREATER_CITY_NAME,FUA_ID,FUA_ID change compared to last year,FUA_NAME
PL815,1006061121411,Żyrzyn,Żyrzyn,no,6455,129200000,3,no,no,,,,,,,,,,
PL815,1006061121601,Dęblin,Dęblin,no,16149,38330000,2,no,no,,,,,,,,,,
PL815,1006061121602,Kłoczew,Kłoczew,no,7189,143060000,3,no,no,,,,,,,,,,
PL815,1006061121603,Nowodwór,Nowodwór,no,4099,71870000,3,no,no,,,,,,,,,,
PL815,1006061121604,Ryki,Ryki,no,20391,161760000,3,no,no,,,,,,,,,,
PL815,1006061121605,Stężyca,Stężyca,no,5157,116040000,3,no,no,,,,,,,,,,
PL815,1006061121606,Ułęż,Ułęż,no,3181,83470000,3,no,no,,,,,,,,,,
PL821,1006181330103,Czarna,Czarna,no,2410,184770000,3,no,no,,,,,,,,,,
PL821,1006181330105,Lutowiska,Lutowiska,no,2101,475630000,3,no,no,,,,,,,,,,
PL821,1006181330108,Ustrzyki Dolne,Ustrzyki Dolne,no,17368,478670000,3,no,no,,,,,,,,,,
PL821,1006181330201,Brzozów,Brzozów,no,26629,103070000,2,no,no,,,,,,,,,,
PL821,1006181330202,Domaradz,Domaradz,no,6094,56500000,3,no,no,,,,,,,,,,
PL821,1006181330203,Dydnia,Dydnia,no,7937,130290000,3,no,no,,,,,,,,,,
PL821,1006181330204,Haczów,Haczów,no,9128,71650000,3,no,no,,,,,,,,,,
PL821,1006181330205,Jasienica Rosielna,Jasienica Rosielna,no,7829,57060000,3,no,no,,,,,,,,,,
PL821,1006181330206,Nozdrzec,Nozdrzec,no,8096,120770000,3,no,no,,,,,,,,,,
PL821,1006181330501,Jasło,Jasło,no,35192,36520000,2,no,no,,,,,,,,,,
PL821,1006181330502,Brzyska,Brzyska,no,6549,44870000,3,no,no,,,,,,,,,,
PL821,1006181330503,Dębowiec,Dębowiec,no,8862,86470000,3,no,no,,,,,,,,,,
PL821,1006181330504,Jasło,Jasło,no,16357,93070000,3,no,no,,,,,,,,,,
PL821,1006181330505,Kołaczyce,Kołaczyce,no,8947,61100000,3,no,no,,,,,,,,,,
PL821,1006181330506,Krempna,Krempna,no,1886,203860000,3,no,no,,,,,,,,,,
PL821,1006181330507,Nowy Żmigród,Nowy Żmigród,no,9101,103590000,3,no,no,,,,,,,,,,
PL821,1006181330508,Osiek Jasielski,Osiek Jasielski,no,5382,60400000,3,no,no,,,,,,,,,,
PL821,1006181330509,Skołyszyn,Skołyszyn,no,12521,78490000,3,no,no,,,,,,,,,,
PL821,1006181330511,Tarnowiec,Tarnowiec,no,9165,62500000,3,no,no,,,,,,,,,,
PL821,1006181330701,Chorkówka,Chorkówka,no,13463,77350000,3,no,no,,,,,,,,,,
PL821,1006181330702,Dukla,Dukla,no,14631,235140000,3,no,no,,,,,,,,,,
PL821,1006181330703,Iwonicz-Zdrój,Iwonicz-Zdrój,no,10885,45500000,2,no,no,,,,,,,,,,
PL821,1006181330704,Jedlicze,Jedlicze,no,15449,58570000,2,no,no,,,,,,,,,,
PL821,1006181330705,Korczyna,Korczyna,no,11212,93060000,3,no,no,,,,,,,,,,
PL821,1006181330706,Krościenko Wyżne,Krościenko Wyżne,no,5645,16310000,2,no,no,,,,,,,,,,
PL821,1006181330707,Miejsce Piastowe,Miejsce Piastowe,no,13684,51320000,2,no,no,,,,,,,,,,
PL821,1006181330708,Rymanów,Rymanów,no,15905,166630000,3,no,no,,,,,,,,,,
PL821,1006181330709,Wojaszówka,Wojaszówka,no,9323,83370000,3,no,no,,,,,,,,,,
PL821,1006181330710,Jaśliska,Jaśliska,no,2217,165860000,3,no,no,,,,,,,,,,
PL821,1006181331701,Sanok,Sanok,no,37577,38080000,2,no,no,,,,,,,,,,
PL821,1006181331702,Besko,Besko,no,4506,27480000,3,no,no,,,,,,,,,,
PL821,1006181331703,Bukowsko,Bukowsko,no,5550,136930000,3,no,no,,,,,,,,,,
PL821,1006181331704,Komańcza,Komańcza,no,4631,387700000,3,no,no,,,,,,,,,,
PL821,1006181331705,Sanok,Sanok,no,18020,231700000,3,no,no,,,,,,,,,,
PL821,1006181331706,Tyrawa Wołoska,Tyrawa Wołoska,no,1996,69250000,3,no,no,,,,,,,,,,
PL821,1006181331707,Zagórz,Zagórz,no,13149,159890000,3,no,no,,,,,,,,,,
PL821,1006181331708,Zarszyn,Zarszyn,no,9329,105400000,3,no,no,,,,,,,,,,
PL821,1006181332101,Baligród,Baligród,no,3175,158230000,3,no,no,,,,,,,,,,
PL821,1006181332102,Cisna,Cisna,no,1781,287260000,3,no,no,,,,,,,,,,
PL821,1006181332103,Lesko,Lesko,no,11341,111390000,3,no,no,,,,,,,,,,
PL821,1006181332104,Olszanica,Olszanica,no,4907,93540000,3,no,no,,,,,,,,,,
PL821,1006181332105,Solina,Solina,no,5358,184520000,3,no,no,,,,,,,,,,
PL821,1006181336101,Krosno,Krosno,no,46511,43500000,2,no,no,,,,,,,,,,
PL822,1006181340401,Jarosław,Jarosław,no,37690,34610000,2,no,no,,,,,,,,,,
PL822,1006181340402,Radymno,Radymno,no,5314,13620000,2,no,no,,,,,,,,,,
PL822,1006181340403,Chłopice,Chłopice,no,5539,49200000,3,no,no,,,,,,,,,,
PL822,1006181340404,Jarosław,Jarosław,no,13202,113480000,3,no,no,,,,,,,,,,
PL822,1006181340405,Laszki,Laszki,no,6967,138000000,3,no,no,,,,,,,,,,
PL822,1006181340406,Pawłosiów,Pawłosiów,no,8448,47420000,3,no,no,,,,,,,,,,
PL822,1006181340407,Pruchnik,Pruchnik,no,9793,80340000,3,no,no,,,,,,,,,,
PL822,1006181340408,Radymno,Radymno,no,11478,182180000,3,no,no,,,,,,,,,,
PL822,1006181340409,Rokietnica,Rokietnica,no,4363,57080000,3,no,no,,,,,,,,,,
PL822,1006181340410,Roźwienica,Roźwienica,no,6228,68750000,3,no,no,,,,,,,,,,
PL822,1006181340411,Wiązownica,Wiązownica,no,11692,243980000,3,no,no,,,,,,,,,,
PL822,1006181340901,Lubaczów,Lubaczów,no,12078,25730000,2,no,no,,,,,,,,,,
PL822,1006181340902,Cieszanów,Cieszanów,no,7220,219440000,3,no,no,,,,,,,,,,
PL822,1006181340903,Horyniec-Zdrój,Horyniec-Zdrój,no,4727,203100000,3,no,no,,,,,,,,,,
PL822,1006181340904,Lubaczów,Lubaczów,no,9183,202850000,3,no,no,,,,,,,,,,
PL822,1006181340905,Narol,Narol,no,8045,203470000,3,no,no,,,,,,,,,,
PL822,1006181340906,Oleszyce,Oleszyce,no,6345,151840000,3,no,no,,,,,,,,,,
PL822,1006181340907,Stary Dzików,Stary Dzików,no,4230,155700000,3,no,no,,,,,,,,,,
PL822,1006181340908,Wielkie Oczy,Wielkie Oczy,no,3824,146240000,3,no,no,,,,,,,,,,
PL822,1006181341301,Bircza,Bircza,no,6605,254050000,3,no,no,,,,,,,,,,
PL822,1006181341302,Dubiecko,Dubiecko,no,9241,154250000,3,no,no,,,,,,,,,,
PL822,1006181341303,Fredropol,Fredropol,no,5549,159600000,3,no,no,,,,,,,,PL040L1,no,Przemyśl
PL822,1006181341304,Krasiczyn,Krasiczyn,no,5193,124360000,3,no,no,,,,,,,,PL040L1,no,Przemyśl
PL822,1006181341305,Krzywcza,Krzywcza,no,4857,94950000,3,no,no,,,,,,,,PL040L1,no,Przemyśl
PL822,1006181341306,Medyka,Medyka,no,6535,60620000,3,no,no,,,,,,,,PL040L1,no,Przemyśl
PL822,1006181341307,Orły,Orły,no,8872,70470000,3,no,no,,,,,,,,PL040L1,no,Przemyśl
PL822,1006181341308,Przemyśl,Przemyśl,no,10640,108430000,3,no,no,,,,,,,,PL040L1,no,Przemyśl
PL822,1006181341309,Stubno,Stubno,no,3903,88700000,3,no,no,,,,,,,,PL040L1,no,Przemyśl
PL822,1006181341310,Żurawica,Żurawica,no,13003,95790000,2,no,no,,,,,,,,PL040L1,no,Przemyśl
PL822,1006181341401,Przeworsk,Przeworsk,no,15376,22130000,2,no,no,,,,,,,,,,
PL822,1006181341402,Adamówka,Adamówka,no,4074,134280000,3,no,no,,,,,,,,,,
PL822,1006181341403,Gać,Gać,no,4591,35960000,2,no,no,,,,,,,,PL015L2,no,Rzeszów
PL822,1006181341404,Jawornik Polski,Jawornik Polski,no,4465,62930000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL822,1006181341405,Kańczuga,Kańczuga,no,12347,105030000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL822,1006181341406,Przeworsk,Przeworsk,no,14900,90800000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL822,1006181341407,Sieniawa,Sieniawa,no,7008,127650000,3,no,no,,,,,,,,,,
PL822,1006181341408,Tryńcza,Tryńcza,no,8461,70060000,3,no,no,,,,,,,,,,
PL822,1006181341409,Zarzecze,Zarzecze,no,7236,49180000,3,no,no,,,,,,,,,,
PL822,1006181346201,Przemyśl,Przemyśl,no,61251,46170000,1,no,no,,PL040C1,no,Przemyśl,,,,PL040L1,no,Przemyśl
PL823,1006181350601,Cmolas,Cmolas,no,8104,133990000,3,no,no,,,,,,,,,,
PL823,1006181350602,Kolbuszowa,Kolbuszowa,no,24859,170840000,2,no,no,,,,,,,,,,
PL823,1006181350603,Majdan Królewski,Majdan Królewski,no,9887,155260000,3,no,no,,,,,,,,,,
PL823,1006181350604,Niwiska,Niwiska,no,6053,94860000,3,no,no,,,,,,,,,,
PL823,1006181350605,Raniżów,Raniżów,no,7078,96660000,3,no,no,,,,,,,,,,
PL823,1006181350606,Dzikowiec,Dzikowiec,no,6495,121560000,3,no,no,,,,,,,,,,
PL823,1006181351001,Łańcut,Łańcut,no,17738,19420000,2,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351002,Białobrzegi,Białobrzegi,no,8703,56140000,3,no,no,,,,,,,,,,
PL823,1006181351003,Czarna,Czarna,no,11752,78070000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351004,Łańcut,Łańcut,no,21817,106300000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351005,Markowa,Markowa,no,6504,68740000,2,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351006,Rakszawa,Rakszawa,no,7323,66460000,3,no,no,,,,,,,,,,
PL823,1006181351007,Żołynia,Żołynia,no,6997,56710000,3,no,no,,,,,,,,,,
PL823,1006181351501,Iwierzyce,Iwierzyce,no,7727,65520000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351502,Ostrów,Ostrów,no,7344,96190000,3,no,no,,,,,,,,,,
PL823,1006181351503,Ropczyce,Ropczyce,no,27440,139080000,2,no,no,,,,,,,,,,
PL823,1006181351504,Sędziszów Małopolski,Sędziszów Małopolski,no,23640,154040000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351505,Wielopole Skrzyńskie,Wielopole Skrzyńskie,no,8223,93480000,3,no,no,,,,,,,,,,
PL823,1006181351601,Dynów,Dynów,no,6138,24550000,3,no,no,,,,,,,,,,
PL823,1006181351602,Błażowa,Błażowa,no,10826,112600000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351603,Boguchwała,Boguchwała,no,20608,88960000,2,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351604,Chmielnik,Chmielnik,no,6921,52920000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351605,Dynów,Dynów,no,6941,119020000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351606,Głogów Małopolski,Głogów Małopolski,no,20159,144700000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351607,Hyżne,Hyżne,no,7044,51260000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351608,Kamień,Kamień,no,6866,73630000,3,no,no,,,,,,,,,,
PL823,1006181351609,Krasne,Krasne,no,11332,39100000,2,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351610,Lubenia,Lubenia,no,6428,54910000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351611,Sokołów Małopolski,Sokołów Małopolski,no,17242,134200000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351612,Świlcza,Świlcza,no,16071,108180000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351613,Trzebownisko,Trzebownisko,no,21907,90280000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351614,Tyczyn,Tyczyn,no,12003,59020000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351901,Czudec,Czudec,no,11830,84700000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351902,Frysztak,Frysztak,no,10409,90630000,3,no,no,,,,,,,,,,
PL823,1006181351903,Niebylec,Niebylec,no,10532,104440000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351904,Strzyżów,Strzyżów,no,20739,140320000,3,no,no,,,,,,,,PL015L2,no,Rzeszów
PL823,1006181351905,Wiśniowa,Wiśniowa,no,8048,83380000,3,no,no,,,,,,,,,,
PL823,1006181356301,Rzeszów,Rzeszów,no,191564,120410000,1,no,no,,PL015C1,no,Rzeszów,,,,PL015L2,no,Rzeszów
PL824,1006181360301,Dębica,Dębica,no,45817,33830000,2,no,no,,,,,,,,,,
PL824,1006181360302,Brzostek,Brzostek,no,13090,122330000,3,no,no,,,,,,,,,,
PL824,1006181360303,Czarna,Czarna,no,13095,147990000,3,no,no,,,,,,,,,,
PL824,1006181360304,Dębica,Dębica,no,25777,137900000,3,no,no,,,,,,,,,,
PL824,1006181360305,Jodłowa,Jodłowa,no,5397,59920000,3,no,no,,,,,,,,,,
PL824,1006181360306,Pilzno,Pilzno,no,18217,165130000,3,no,no,,,,,,,,,,
PL824,1006181360307,Żyraków,Żyraków,no,14078,110380000,3,no,no,,,,,,,,,,
PL824,1006181360801,Leżajsk,Leżajsk,no,13891,20580000,2,no,no,,,,,,,,,,
PL824,1006181360802,Grodzisko Dolne,Grodzisko Dolne,no,8028,78570000,3,no,no,,,,,,,,,,
PL824,1006181360803,Kuryłówka,Kuryłówka,no,5734,141940000,3,no,no,,,,,,,,,,
PL824,1006181360804,Leżajsk,Leżajsk,no,20296,198890000,3,no,no,,,,,,,,,,
PL824,1006181360805,Nowa Sarzyna,Nowa Sarzyna,no,21613,143730000,3,no,no,,,,,,,,,,
PL824,1006181361101,Mielec,Mielec,no,60478,46890000,2,no,no,,,,,,,,,,
PL824,1006181361102,Borowa,Borowa,no,5576,55310000,3,no,no,,,,,,,,,,
PL824,1006181361103,Czermin,Czermin,no,7066,80210000,3,no,no,,,,,,,,,,
PL824,1006181361104,Gawłuszowice,Gawłuszowice,no,2749,34010000,3,no,no,,,,,,,,,,
PL824,1006181361105,Mielec,Mielec,no,13341,122720000,3,no,no,,,,,,,,,,
PL824,1006181361106,Padew Narodowa,Padew Narodowa,no,5370,71250000,3,no,no,,,,,,,,,,
PL824,1006181361107,Przecław,Przecław,no,11984,134190000,3,no,no,,,,,,,,,,
PL824,1006181361108,Radomyśl Wielki,Radomyśl Wielki,no,14220,159780000,3,no,no,,,,,,,,,,
PL824,1006181361109,Tuszów Narodowy,Tuszów Narodowy,no,8187,89240000,3,no,no,,,,,,,,,,
PL824,1006181361110,Wadowice Górne,Wadowice Górne,no,7702,86900000,3,no,no,,,,,,,,,,
PL824,1006181361201,Harasiuki,Harasiuki,no,6140,168170000,3,no,no,,,,,,,,PL045L1,no,Stalowa Wola
PL824,1006181361202,Jarocin,Jarocin,no,5402,90790000,3,no,no,,,,,,,,PL045L1,no,Stalowa Wola
PL824,1006181361203,Jeżowe,Jeżowe,no,10156,123930000,3,no,no,,,,,,,,PL045L1,no,Stalowa Wola
PL824,1006181361204,Krzeszów,Krzeszów,no,4286,62320000,3,no,no,,,,,,,,PL045L1,no,Stalowa Wola
PL824,1006181361205,Nisko,Nisko,no,22413,142370000,2,no,no,,,,,,,,PL045L1,no,Stalowa Wola
PL824,1006181361206,Rudnik nad Sanem,Rudnik nad Sanem,no,10140,78690000,2,no,no,,,,,,,,PL045L1,no,Stalowa Wola
PL824,1006181361207,Ulanów,Ulanów,no,8306,119370000,3,no,no,,,,,,,,PL045L1,no,Stalowa Wola
PL824,1006181361801,Stalowa Wola,Stalowa Wola,no,61182,82520000,1,no,no,,PL045C1,no,Stalowa Wola,,,,PL045L1,no,Stalowa Wola
PL824,1006181361802,Bojanów,Bojanów,no,7528,179330000,3,no,no,,,,,,,,PL045L1,no,Stalowa Wola
PL824,1006181361803,Pysznica,Pysznica,no,11090,146690000,3,no,no,,,,,,,,PL045L1,no,Stalowa Wola
PL824,1006181361804,Radomyśl nad Sanem,Radomyśl nad Sanem,no,7327,133900000,3,no,no,,,,,,,,PL045L1,no,Stalowa Wola
PL824,1006181361805,Zaklików,Zaklików,no,8580,202130000,3,no,no,,,,,,,,PL045L1,no,Stalowa Wola
PL824,1006181361806,Zaleszany,Zaleszany,no,10912,87170000,3,no,no,,,,,,,,PL045L1,no,Stalowa Wola
PL824,1006181362001,Baranów Sandomierski,Baranów Sandomierski,no,11909,121550000,3,no,no,,,,,,,,,,
PL824,1006181362002,Gorzyce,Gorzyce,no,13229,68900000,2,no,no,,,,,,,,,,
PL824,1006181362003,Grębów,Grębów,no,9959,187200000,3,no,no,,,,,,,,PL045L1,no,Stalowa Wola
PL824,1006181362004,Nowa Dęba,Nowa Dęba,no,18139,143410000,2,no,no,,,,,,,,,,
PL824,1006181366401,Tarnobrzeg,Tarnobrzeg,no,47047,85400000,2,no,no,,,,,,,,,,
PL841,1006201370201,Choroszcz,Choroszcz,no,15164,163790000,3,no,no,,,,,,,,PL011L2,no,Białystok
PL841,1006201370202,Czarna Białostocka,Czarna Białostocka,no,11414,206360000,2,no,no,,,,,,,,PL011L2,no,Białystok
PL841,1006201370203,Dobrzyniewo Duże,Dobrzyniewo Duże,no,9331,161130000,3,no,no,,,,,,,,PL011L2,no,Białystok
PL841,1006201370204,Gródek,Gródek,no,5210,429700000,3,no,no,,,,,,,,,,
PL841,1006201370205,Juchnowiec Kościelny,Juchnowiec Kościelny,no,16337,171770000,3,no,no,,,,,,,,PL011L2,no,Białystok
PL841,1006201370206,Łapy,Łapy,no,21965,127650000,2,no,no,,,,,,,,,,
PL841,1006201370207,Michałowo,Michałowo,no,6623,410020000,3,no,no,,,,,,,,,,
PL841,1006201370208,Poświętne,Poświętne,no,3419,114580000,3,no,no,,,,,,,,,,
PL841,1006201370209,Supraśl,Supraśl,no,15283,188560000,3,no,no,,,,,,,,PL011L2,no,Białystok
PL841,1006201370210,Suraż,Suraż,no,1955,76610000,3,no,no,,,,,,,,PL011L2,no,Białystok
PL841,1006201370211,Turośń Kościelna,Turośń Kościelna,no,6259,139900000,3,no,no,,,,,,,,PL011L2,no,Białystok
PL841,1006201370212,Tykocin,Tykocin,no,6242,207370000,3,no,no,,,,,,,,,,
PL841,1006201370213,Wasilków,Wasilków,no,16952,127120000,2,no,no,,,,,,,,PL011L2,no,Białystok
PL841,1006201370214,Zabłudów,Zabłudów,no,9264,339740000,3,no,no,,,,,,,,PL011L2,no,Białystok
PL841,1006201370215,Zawady,Zawady,no,2727,112140000,3,no,no,,,,,,,,,,
PL841,1006201371101,Dąbrowa Białostocka,Dąbrowa Białostocka,no,11489,263840000,3,no,no,,,,,,,,,,
PL841,1006201371102,Janów,Janów,no,4130,207810000,3,no,no,,,,,,,,,,
PL841,1006201371103,Korycin,Korycin,no,3250,117350000,3,no,no,,,,,,,,,,
PL841,1006201371104,Krynki,Krynki,no,3091,166040000,3,no,no,,,,,,,,,,
PL841,1006201371105,Kuźnica,Kuźnica,no,3999,133360000,3,no,no,,,,,,,,PL011L2,no,Białystok
PL841,1006201371106,Nowy Dwór,Nowy Dwór,no,2654,121140000,3,no,no,,,,,,,,,,
PL841,1006201371107,Sidra,Sidra,no,3475,174090000,3,no,no,,,,,,,,,,
PL841,1006201371108,Sokółka,Sokółka,no,25554,313560000,2,no,no,,,,,,,,PL011L2,no,Białystok
PL841,1006201371109,Suchowola,Suchowola,no,6912,255700000,3,no,no,,,,,,,,,,
PL841,1006201371110,Szudziałowo,Szudziałowo,no,2912,301610000,3,no,no,,,,,,,,,,
PL841,1006201376101,Białystok,Białystok,no,297459,102130000,1,no,no,,PL011C1,no,Białystok,,,,PL011L2,no,Białystok
PL842,1006201380301,Bielsk Podlaski,Bielsk Podlaski,no,25370,27010000,2,no,no,,,,,,,,,,
PL842,1006201380302,Brańsk,Brańsk,no,3774,32430000,3,no,no,,,,,,,,,,
PL842,1006201380303,Bielsk Podlaski,Bielsk Podlaski,no,6661,429940000,3,no,no,,,,,,,,,,
PL842,1006201380304,Boćki,Boćki,no,4299,231890000,3,no,no,,,,,,,,,,
PL842,1006201380305,Brańsk,Brańsk,no,5721,227430000,3,no,no,,,,,,,,,,
PL842,1006201380306,Orla,Orla,no,2740,159900000,3,no,no,,,,,,,,,,
PL842,1006201380307,Rudka,Rudka,no,1886,70290000,3,no,no,,,,,,,,,,
PL842,1006201380308,Wyszki,Wyszki,no,4412,206200000,3,no,no,,,,,,,,,,
PL842,1006201380501,Hajnówka,Hajnówka,no,20690,21290000,2,no,no,,,,,,,,,,
PL842,1006201380502,Białowieża,Białowieża,no,2199,203140000,3,no,no,,,,,,,,,,
PL842,1006201380503,Czeremcha,Czeremcha,no,3169,96820000,3,no,no,,,,,,,,,,
PL842,1006201380504,Czyże,Czyże,no,2013,134530000,3,no,no,,,,,,,,,,
PL842,1006201380505,Dubicze Cerkiewne,Dubicze Cerkiewne,no,1524,151440000,3,no,no,,,,,,,,,,
PL842,1006201380506,Hajnówka,Hajnówka,no,3884,292930000,3,no,no,,,,,,,,,,
PL842,1006201380507,Kleszczele,Kleszczele,no,2493,142890000,3,no,no,,,,,,,,,,
PL842,1006201380508,Narew,Narew,no,3505,241510000,3,no,no,,,,,,,,,,
PL842,1006201380509,Narewka,Narewka,no,3666,338980000,3,no,no,,,,,,,,,,
PL842,1006201380601,Kolno,Kolno,no,10261,25070000,2,no,no,,,,,,,,,,
PL842,1006201380602,Grabowo,Grabowo,no,3477,128590000,3,no,no,,,,,,,,,,
PL842,1006201380603,Kolno,Kolno,no,8624,282280000,3,no,no,,,,,,,,,,
PL842,1006201380604,Mały Płock,Mały Płock,no,4772,139820000,3,no,no,,,,,,,,,,
PL842,1006201380605,Stawiski,Stawiski,no,6147,165550000,3,no,no,,,,,,,,,,
PL842,1006201380606,Turośl,Turośl,no,5115,198790000,3,no,no,,,,,,,,,,
PL842,1006201380701,Jedwabne,Jedwabne,no,5330,159210000,3,no,no,,,,,,,,,,
PL842,1006201380702,Łomża,Łomża,no,11073,206950000,3,no,no,,,,,,,,PL047L1,no,Łomża
PL842,1006201380703,Miastkowo,Miastkowo,no,4230,114850000,3,no,no,,,,,,,,,,
PL842,1006201380704,Nowogród,Nowogród,no,4021,101210000,3,no,no,,,,,,,,PL047L1,no,Łomża
PL842,1006201380705,Piątnica,Piątnica,no,10670,219060000,3,no,no,,,,,,,,PL047L1,no,Łomża
PL842,1006201380706,Przytuły,Przytuły,no,2097,71150000,3,no,no,,,,,,,,,,
PL842,1006201380707,Śniadowo,Śniadowo,no,5363,162980000,3,no,no,,,,,,,,,,
PL842,1006201380708,Wizna,Wizna,no,4035,133380000,3,no,no,,,,,,,,,,
PL842,1006201380709,Zbójna,Zbójna,no,4181,185800000,3,no,no,,,,,,,,,,
PL842,1006201381001,Siemiatycze,Siemiatycze,no,14505,36250000,2,no,no,,,,,,,,,,
PL842,1006201381002,Drohiczyn,Drohiczyn,no,6293,207960000,3,no,no,,,,,,,,,,
PL842,1006201381003,Dziadkowice,Dziadkowice,no,2754,116110000,3,no,no,,,,,,,,,,
PL842,1006201381004,Grodzisk,Grodzisk,no,4215,203050000,3,no,no,,,,,,,,,,
PL842,1006201381005,Mielnik,Mielnik,no,2374,196390000,3,no,no,,,,,,,,,,
PL842,1006201381006,Milejczyce,Milejczyce,no,1760,151450000,3,no,no,,,,,,,,,,
PL842,1006201381007,Nurzec-Stacja,Nurzec-Stacja,no,3872,214900000,3,no,no,,,,,,,,,,
PL842,1006201381008,Perlejewo,Perlejewo,no,2819,106540000,3,no,no,,,,,,,,,,
PL842,1006201381009,Siemiatycze,Siemiatycze,no,6097,226810000,3,no,no,,,,,,,,,,
PL842,1006201381301,Wysokie Mazowieckie,Wysokie Mazowieckie,no,9414,15240000,2,no,no,,,,,,,,,,
PL842,1006201381302,Ciechanowiec,Ciechanowiec,no,8654,201180000,3,no,no,,,,,,,,,,
PL842,1006201381303,Czyżew,Czyżew,no,6393,130400000,3,no,no,,,,,,,,,,
PL842,1006201381304,Klukowo,Klukowo,no,4406,123850000,3,no,no,,,,,,,,,,
PL842,1006201381305,Kobylin-Borzymy,Kobylin-Borzymy,no,3252,119420000,3,no,no,,,,,,,,,,
PL842,1006201381306,Kulesze Kościelne,Kulesze Kościelne,no,3099,115320000,3,no,no,,,,,,,,,,
PL842,1006201381307,Nowe Piekuty,Nowe Piekuty,no,3910,109700000,3,no,no,,,,,,,,,,
PL842,1006201381308,Sokoły,Sokoły,no,5761,155600000,3,no,no,,,,,,,,,,
PL842,1006201381309,Szepietowo,Szepietowo,no,6958,151720000,3,no,no,,,,,,,,,,
PL842,1006201381310,Wysokie Mazowieckie,Wysokie Mazowieckie,no,5401,166480000,3,no,no,,,,,,,,,,
PL842,1006201381401,Zambrów,Zambrów,no,22166,19020000,2,no,no,,,,,,,,,,
PL842,1006201381402,Kołaki Kościelne,Kołaki Kościelne,no,2318,73650000,3,no,no,,,,,,,,,,
PL842,1006201381403,Rutki,Rutki,no,5572,199990000,3,no,no,,,,,,,,,,
PL842,1006201381404,Szumowo,Szumowo,no,4851,141060000,3,no,no,,,,,,,,,,
PL842,1006201381405,Zambrów,Zambrów,no,8909,299400000,3,no,no,,,,,,,,,,
PL842,1006201386201,Łomża,Łomża,no,63000,32670000,1,no,no,,PL047C1,no,Łomża,,,,PL047L1,no,Łomża
PL843,1006201390101,Augustów,Augustów,no,30242,80900000,2,no,no,,,,,,,,,,
PL843,1006201390102,Augustów,Augustów,no,6778,266610000,3,no,no,,,,,,,,,,
PL843,1006201390103,Bargłów Kościelny,Bargłów Kościelny,no,5571,187810000,3,no,no,,,,,,,,,,
PL843,1006201390104,Lipsk,Lipsk,no,5176,184210000,3,no,no,,,,,,,,,,
PL843,1006201390105,Nowinka,Nowinka,no,2908,204080000,3,no,no,,,,,,,,,,
PL843,1006201390106,Płaska,Płaska,no,2598,372670000,3,no,no,,,,,,,,,,
PL843,1006201390107,Sztabin,Sztabin,no,5094,363110000,3,no,no,,,,,,,,,,
PL843,1006201390401,Grajewo,Grajewo,no,21935,18940000,2,no,no,,,,,,,,,,
PL843,1006201390402,Grajewo,Grajewo,no,5827,308220000,3,no,no,,,,,,,,,,
PL843,1006201390403,Radziłów,Radziłów,no,4779,199540000,3,no,no,,,,,,,,,,
PL843,1006201390404,Rajgród,Rajgród,no,5264,207260000,3,no,no,,,,,,,,,,
PL843,1006201390405,Szczuczyn,Szczuczyn,no,6082,115600000,3,no,no,,,,,,,,,,
PL843,1006201390406,Wąsosz,Wąsosz,no,3631,118060000,3,no,no,,,,,,,,,,
PL843,1006201390801,Goniądz,Goniądz,no,4934,376580000,3,no,no,,,,,,,,,,
